link,name,price,condition,explanation,source,original_title,preprocessed_title,brand,model_line,model_number,variant,ram,capacity,color
https://buyee.jp/rakuma/item/54a3436af7f7d3795bbc04bd81b4f719?conversionType=service_page_search,【全額返金保証】【最速発送】Apple iPhone iPhone 15 Pro Max 256GB ホワイト au 美品 動作確認済,"133,200 YEN",No obvious damages/dirt,[商品番号]202510-0055009-S [メーカー]Apple [型番]MU6Q3J/A [製品名]iPhone [シリーズ]Pro Max [世代]15 [カラー]ホワイト [OS]18.6.2 [ストレージ容量]256GB [WiFi]OK [BlueTooth]OK [IMEI]350717695862925 [SIM]au [利用制限状態]△：今後ネットワーク利用制限がかかる可能性があります [バッテリー残量]88% [バッテリー稼働チェック]バッテリーのみで動作可能です [FaceID]OK [TouchID]非搭載 [音声出力]OK [カメラ]OK [液晶]傷・汚れ、色むら、ドット抜けなどなくクリアです。 [シリアル]L74T72N71H [メーカー保証]期限切れ [アクティベーションロック]解除済み [SIMロック]SIMロック解除済み [タッチパネル]入力に問題ございません。 [付属品]本体のみ [欠品している付属品]元箱　取扱説明書　SIMピン　充電ケーブル 写真の内容が全てです。「付属品」欄で記載した付属品以外は無いものとお考えください。 [外観について]若干傷・汚れなど見られますが概ね良好です。 [動作について]問題ございません。 [その他特記事項] ・背面カメラリングに若干の汚れございますが、綺麗なお品物でございます。 こちらの商品はラクマ公式パートナーの株式会社YTHサービスによって出品されています。,rakuma,【全額返金保証】【最速発送】Apple iPhone iPhone 15 Pro Max 256GB ホワイト au 美品 動作確認済,Apple iPhone iPhone 15 Pro Max 256GB au,Apple,iPhone,15,Pro Max,,256GB,
https://buyee.jp/rakuma/item/faf09b28c293bc01d5fb53e35849cc7a?conversionType=service_page_search,【全額返金保証】【最速発送】Apple iPhone iPhone 14 Pro Max 1TB スペースブラック au 動作確認済,"105,200 YEN",Damaged/dirty,[商品番号]202510-0054774-S [メーカー]Apple [型番]MQ9K3J/A [製品名]iPhone [シリーズ]Pro Max [世代]14 [カラー]スペースブラック [OS]18.6.2 [ストレージ容量]1TB [WiFi]OK [BlueTooth]OK [IMEI]358416189760479 [SIM]au [利用制限状態]△：今後ネットワーク利用制限がかかる可能性があります [バッテリー残量]79% [バッテリー稼働チェック]バッテリーのみで動作可能です [FaceID]OK [TouchID]非搭載 [音声出力]OK [カメラ]OK [液晶]傷・汚れが見られますが概ね良好です。 [シリアル]JRGCLF73W7 [メーカー保証]期限切れ [アクティベーションロック]解除済み [SIMロック]SIMロック解除済み [タッチパネル]入力に問題ございません。 [付属品]充電ケーブル [欠品している付属品]元箱、取扱説明書、SIMピン 写真の内容が全てです。「付属品」欄で記載した付属品以外は無いものとお考えください。 [外観について]傷・汚れなどが目立ちます。 [動作について]問題ございません。 [その他特記事項] ・液晶に薄っすら線傷や擦れがみられます ・充電口に細かな線傷がみられます ・フレームに小傷がみられます ・ボタン類に擦れがみられます ・背面パネルにテカリがみられます こちらの商品はラクマ公式パートナーの株式会社YTHサービスによって出品されています。,rakuma,【全額返金保証】【最速発送】Apple iPhone iPhone 14 Pro Max 1TB スペースブラック au 動作確認済,Apple iPhone iPhone 14 Pro Max 1TB au,Apple,iPhone,14,Pro Max,,1TB,
https://buyee.jp/rakuma/item/709498a96e6c483e3972b723ed4f67d1?conversionType=service_page_search,【最速発送】Apple iPhone iPhone 12 128GB ブルー docomo【難有】,"20,000 YEN",In bad condition overall,[商品番号]202510-0054021-S [メーカー]Apple [型番]MGHX3J/A [製品名]iPhone [世代]12 [カラー]ブルー [OS]18.6.2 [ストレージ容量]128GB [WiFi]OK [BlueTooth]OK [IMEI]353050115997726 [SIM]docomo [利用制限状態]〇：今後ネットワーク利用制限がかかることはありません [バッテリー残量]75% [バッテリー稼働チェック]バッテリーのみで動作可能です [FaceID]NG [TouchID]OK [音声出力]OK [カメラ]OK [液晶]傷・汚れ、色むら、ドット抜けなどなくクリアです。 [シリアル]G6TDN2NW0F0D [メーカー保証]期限切れ [アクティベーションロック]解除済み [SIMロック]SIMロック解除済み [タッチパネル]入力に問題ございません。 [付属品]本体のみ [欠品している付属品]元箱、ケーブル、SIMピン、説明書 写真の内容が全てです。「付属品」欄で記載した付属品以外は無いものとお考えください。 [外観について]傷・汚れなどが目立ちます。 [動作について]問題ございません。 [その他特記事項] ・faceIDが利用できません ・背面カメラフレームに塗装剥がれがございます ・側面に傷がございます こちらの商品はラクマ公式パートナーの株式会社YTHサービスによって出品されています。,rakuma,【最速発送】Apple iPhone iPhone 12 128GB ブルー docomo【難有】,Apple iPhone iPhone 12 128GB docomo,Apple,iPhone,12,,,128GB,
https://buyee.jp/rakuma/item/423cea438a6413623941c5db7c8836d6?conversionType=service_page_search,【全額返金保証】【最速発送】Apple iPhone iPhone SE（第2世代） 128GB ホワイト SIMフリー 動作確認済,"13,900 YEN",A little damaged/dirty,[商品番号]202510-0053543-S [メーカー]Apple [型番]MHGU3J/A [製品名]iPhone [シリーズ]SE（第2世代） [カラー]ホワイト [OS]18.5 [ストレージ容量]128GB [WiFi]OK [BlueTooth]OK [IMEI]356795115994365 [利用制限状態]〇：今後ネットワーク利用制限がかかることはありません [バッテリー残量]90% [バッテリー稼働チェック]バッテリーのみで動作可能です [FaceID]非搭載 [TouchID]OK [音声出力]OK [カメラ]OK [液晶]傷・汚れ、色むら、ドット抜けなどなくクリアです。 [シリアル]F17DGBL7PLK3 [メーカー保証]期限切れ [アクティベーションロック]解除済み [SIMロック]SIMフリー [タッチパネル]入力に問題ございません。 [付属品]本体のみ [欠品している付属品]元箱、取扱説明書、充電ケーブル、SIMピン 写真の内容が全てです。「付属品」欄で記載した付属品以外は無いものとお考えください。 [外観について]若干傷・汚れなど見られますが概ね良好です。 [動作について]問題ございません。 [その他特記事項] ・背面カメラにて撮影時に、0.5cmほどの薄っすらと丸い映り込みが左側に2つほど見られます。 ・側面の複数か所に小傷や汚れの付着やカバー跡、スピーカー穴に汚れの付着がございます。 ・背面の溝部分など数ヶ所に汚れの付着、端など数ヶ所に薄っすらと擦れ傷がございます。 ・バッテリーに修理履歴がありますが純正部品との表示がございます。 こちらの商品はラクマ公式パートナーの株式会社YTHサービスによって出品されています。,rakuma,【全額返金保証】【最速発送】Apple iPhone iPhone SE（第2世代） 128GB ホワイト SIMフリー 動作確認済,Apple iPhone iPhone SE( 2 ) 128GB SIM,Apple,iPhone,SE,,,128GB,
https://buyee.jp/rakuma/item/b3420425c90deafd84d89835f7b0c0dc?conversionType=service_page_search,【全額返金保証】【最速発送】Apple iPhone iPhone 14 Pro 128GB ディープパープル SIMフリー 動作確認済,"75,900 YEN",A little damaged/dirty,[商品番号]202510-0053568-S [メーカー]Apple [型番]MQ0F3J/A [製品名]iPhone [シリーズ]Pro [世代]14 [カラー]ディープパープル [OS]18.7 [ストレージ容量]128GB [WiFi]OK [BlueTooth]OK [IMEI]350114361329944 [利用制限状態]〇：今後ネットワーク利用制限がかかることはありません [バッテリー残量]83% [バッテリー稼働チェック]バッテリーのみで動作可能です [FaceID]OK [TouchID]非搭載 [音声出力]OK [カメラ]OK [液晶]傷・汚れ、色むら、ドット抜けなどなくクリアです。 [シリアル]J2RV6HGYYV [メーカー保証]期限切れ [アクティベーションロック]解除済み [SIMロック]SIMフリー [タッチパネル]入力に問題ございません。 [付属品]元箱、取扱説明書、充電ケーブル、SIMピン [欠品している付属品] 写真の内容が全てです。「付属品」欄で記載した付属品以外は無いものとお考えください。 [外観について]若干傷・汚れなど見られますが概ね良好です。 [動作について]問題ございません。 [その他特記事項] ・フレームにカバー跡、線傷が多数ございます。 ・背面カメラリングに汚れがございます。 ・下部スピーカー穴に汚れの付着がございます。 こちらの商品はラクマ公式パートナーの株式会社YTHサービスによって出品されています。,rakuma,【全額返金保証】【最速発送】Apple iPhone iPhone 14 Pro 128GB ディープパープル SIMフリー 動作確認済,Apple iPhone iPhone 14 Pro 128GB SIM,Apple,iPhone,14,Pro,,128GB,
https://buyee.jp/item/jdirectitems/auction/r1095938113,au 京セラ シンプルスマートフォン BASIO KYV32 ピンク ジャンク品（初期済）,980 YEN,Damaged/dirty,au 京セラ  シンプルスマートフォン BASIO KYV32 ピンク ジャンク品（初期化済） 液晶焼けがあります SIMトレイあり 充電可 起動可 初期化済 上記理由によりジャンク品扱いとさせていただきます ◆キャリア au(KDDI) ◆メ-カー 京セラ ◆シンプルスマートフォン  BASIO KYV32 ◆カラー  ピンク ◆セット内容 本体(電池内蔵） ◆状態 表面 縁部分に傷があります 裏面 傷擦れがあります 液晶  傷があります※表示可、操作可 端末情報 製造番号 357008063932919 利用制限○ 送料別、ジャンク品です,yahooauction,au 京セラ シンプルスマートフォン BASIO KYV32 ピンク ジャンク品（初期済）,au BASIO KYV32 ( ),,,,,,,
https://buyee.jp/item/jdirectitems/auction/c1205136440,au KDDI Pixel 5 ブラック　中古美品　利用制限◯,"9,750 YEN",A little damaged/dirty,ご覧いただきありがとうございます。 auのPixel5ブラック中古品を出品いたします。 製造番号 355660111124261 メインで1年ほど使用していましたが、ここ最近はサブ機として使用していました。 各種動作確認に問題はありません。 全体的に美品ではあると思いますが、購入から期間の経過してる端末なので、それ相応の小傷はあります。神経質な方の入札はおやめいただき、落札後はノークレームノーリターンで願います。 連絡が遅い方、新規の方、評価の悪い方、コミュニケーションの難しい方は、こちらの判断で削除することがあります。 配送は宅急便コンパクトを使用します。,yahooauction,au KDDI Pixel 5 ブラック　中古美品　利用制限◯,au KDDI Pixel 5,Google,Pixel,5,,,,
https://buyee.jp/item/jdirectitems/auction/h1205207972,（美品中古）OPPO Reno10 Pro 5G 6.7インチ メモリー8GB ストレージ256GB シルバーグレー（オマケつき）,"23,800 YEN",No obvious damages/dirt,OPPO Reno10 Pro 5G 6.7インチ メモリー8GB ストレージ256GB シルバーグレー 一年ちょっと使用しましたが、サブ機種で使用頻度は少ないと思います。不具合などは有りません。 液晶にはフィルムを張っております。多少、汚れもありますのでご使用時には剥がして新しいフィルムをご使用下さい。 購入時付属のの高速充電器も付属します（３３W高速充電OPPO用） オマケでエレコムの全面ガラスフィルム（新品）をお付けします。また、新しめの保護カバーもお付けします。 【商品の状態】 使用状況 :中古（一年ちょっと使用しました携帯会社変更の為、不要となりました） 液晶に貼っているフィルムに少し汚れは有りますが、剥がすと綺麗だと思います。それ以外は液晶、背面ともに目視できる小キズなどなく個人の主観ですが美品です。 バッテリー性能も良好（９８％以上） あくまでも中古品をご理解の上、ご入札ください。 【IME】863188060723730 （使用制限〇で問題ありません。現金一括購入です） Reno10 Pro 5G 6.7インチ メモリー8GB ストレージ256GB シルバーグレー ソフトバンク ブランド：OPPO Reno （2025年 10月 24日 18時 10分 追加） ※ドコモSIM、auSIMでも使用出来ました（SIMフリーです） （2025年 10月 24日 18時 14分 追加） 送料 無料 （2025年 10月 25日 21時 56分 追加） 他のサイトでも、出品しております。先に、決まった方か優先します。途中で、取り消す場合もあります。ご了承ください。,yahooauction,（美品中古）OPPO Reno10 Pro 5G 6.7インチ メモリー8GB ストレージ256GB シルバーグレー（オマケつき）,( )OPPO Reno10 Pro 5G 6.7 8GB 256GB ( ),OPPO,,,Pro,8GB,256GB,
https://buyee.jp/item/jdirectitems/auction/t1205422142,iPhone 6s ケース付き,"3,000 YEN",A little damaged/dirty,予備に持っていましたか、使う事が無いため出品します 動作は問題ありません 大きなキズはありませんが、背面に保護ケースの跡が付いています。 保護ケース付きでの出品です ノンクレームノンリターンでお願いします,yahooauction,iPhone 6s ケース付き,iPhone 6s,Apple,iPhone,6,,,,
https://buyee.jp/item/jdirectitems/auction/p1205362833,Apple iPhone SE 第一世代　SIMフリー　64GB,"5,500 YEN",No obvious damages/dirt,動作確認済です 中古品になります 容量64GB バージョン15.8.5 初期化済み SIMロック解除済 バッテリーの状態80% IMEI 355438079892843 全体的にスレキズ少なく 画面割れなどありませんが 中古品のため神経質な方は 購入お控え下さい,yahooauction,Apple iPhone SE 第一世代　SIMフリー　64GB,Apple iPhone SE SIM 64GB,Apple,iPhone,SE,,,64GB,
https://buyee.jp/item/jdirectitems/auction/m1205313640,AQUOS wish2 シムフリー 楽天モバイル可　ケース付,"6,500 YEN",A little damaged/dirty,ご覧いただきありがとうございます。 AQUOS wish2 A204SH ワイモバイルの機種ですが、SIMロック解除済みで楽天モバイルの物理SIMで着信と発信、データ通信ができることを確認しています。但し、楽天リンクをインストールしたり、楽天モバイルのAPN設定を手動で登録が必要なので、SIMを挿してすぐに使えるものではないことはご承知おき下さい。 その他以下の機能を確認し動作に問題ありませんでしたが、簡易チェックなので、予期せぬ動作不良までは保証できません。 ・wifi受信：可 ・充電：可 ・おサイフケータイ：未利用 ・カメラ：可 本体は使用に伴う小傷や汚れはありますが、比較的キレイに思います。 画面にはフィルムが貼られていますが、空気溜まりがあったり、フイルムサイズが合って無い感じです。 ケースは全体的に汚れ、剥がれが多いです。 そもそも手作り感が強いです。 あくまでも一度人の手に渡った中古品ですので、神経質な方は購入をお控え下さい。 ※過度な値下げ依頼はブロックさせて頂きます。 シリーズ...AQUOS 機種名...AQUOS wish2 スマートフォン カラー...チャコール 容量...64GB,yahooauction,AQUOS wish2 シムフリー 楽天モバイル可　ケース付,AQUOS wish2,SHARP,AQUOS,wish2,,,,
https://buyee.jp/item/jdirectitems/auction/g1202773109,美品 アップル ソフトバンク iPhone 11 Pro 64GB MWC32J/A 〇判定,"22,800 YEN",No obvious damages/dirt,■商品説明■ ■メーカー アップル ■キャリア ソフトバンク ■商品名 iPhone 11 Pro 64GB ■型番 MWC32J/A ■IMEI 353841109386573 ■付属品 元箱 ■商品詳細 中古品で御座います。 上部のフチに薄っすらと擦れがありますが それ以外に目立つダメージは無くトータル綺麗な状態です。 動作確認済みで正常に動作しております。 残債無しの〇判定が出ております。 ※バッテリ容量は74％です。 その他、画像にてご確認下さい ■発送方法/送料■ 佐川急便での発送となります。 北海道内：800円 道外一律：1600円 沖縄、離島の方は別途お見積りとなります。 ■お支払い方法■ ★Yahoo! かんたん決済★ ※その他お振込みにもご対応は可能で御座います。 ■ご注意事項■ ★必ずお読み下さい★ ●評価の悪い方の入札は、取消しさせて頂く場合がございます。 ●初期不良に関しましては、通常発送での商品到着後７日以内まで対応致します。 ※落札者様都合での受取遅延や確認遅延は期間延長の対象外とさせて頂きます。 ●入札・落札後のキャンセル、初期動作不良以外での返品は受け付けておりません。 ジャンク品に関しては、あくまでジャンク品(故障品)としての出品となりますので、返品の対応は致しかねますご了承ください。 ●入金確認後、48時間以内に発送をさせて頂きます。 ●落札後１週間以内のご入金をお願い致します。 また、落札後３日以内にご連絡を頂けない場合はキャンセルとさせて頂きます。 その際、自動的に落札者様に『非常に悪い』の評価が付きますのでご了承ください。 ●予告なく入札を削除・並びにオークションの取り消しをさせて頂く場合もございますので予めご了承願います。 ●ご不明な点等がございましたら、ご入札の前にお気軽にご質問ください。 お電話やメールにてもご回答いたしております。,yahooauction,美品 アップル ソフトバンク iPhone 11 Pro 64GB MWC32J/A 〇判定,iPhone 11 Pro 64GB MWC32J/A,Apple,iPhone,11,Pro,,64GB,
https://buyee.jp/item/jdirectitems/auction/c1205403299,FCNT　「arrows We 2」 ライトブルー　ストレージ128GBモデル　未使用に近い美品　 デュアルSIMでesim対応　Android15　M07,"13,800 YEN",Close to unused,コレクション過多のための出品です。 掲載画像につきましては、動作確認、スペック確認する過程で撮影しており、現在は端末の初期化を行っております。 確認が必要な製造番号は下記に記載しております。 掲載画像につきましては、スペック確認、正常動作の証拠とする過程で撮影しており、現在は端末の初期化を行っております。 スペック Androidバージョン15 RAM 4GB ROM 128GB バッテリー　4000mah IMEI 353726537558986 IMEI 353726537558994 ネットワーク利用制限○ こちらはあまり使われてはいない端末になります。 液晶画面は目視で確認した限りでは傷は見当たらず綺麗な状態かと思います。 裏側ももちろん非常に綺麗です。ただし保管品になります、保管時は定期的に電源を入れたり基本操作などを行っておりますのでどうしても付いてしまう極薄の使用感はご了承願います。素材的にほとんど見えないような感じかと思います。 またサイドやボタン類も非常に綺麗な状態かと思います。 充電サイクルを確認すると（写真参照）あまり使用されていない商品にはなるかと思いますので「未使用に近い」のカテゴリに出品させて頂いておりますが上記の内容をよくお読みになってからの入札をお願いします。 （落札までに日がある場合はバッテリーサイクルは多少の変化します） また、端末下の箱はお付けできませんが代わりに比較的綺麗な透明のケースはおまけします。（ケース不要の方は箱をお付けします） 落札後の指定がない場合は透明のケースとなります。 こちら拡大鏡などを使用しての確認は行っておりませんので、それで見ないとわからないような小キズ等や見落としはご容赦ください。 使用感などに関しては主観になります。 十人十色の見解がありますので、気になる方は入札を控えてください。 この端末の特徴として、耐衝撃製やシンプルモードと年配の方にも使いやすく、人気の機種です。 こちらは楽天より販売されたSIMフリーモデルとなりますが、楽天モデル特有の楽天系のアプリ関係はインストールされていないようで純粋なSIMフリーモデルとなるようです。 SIMフリーモデルはキャリア版と比べてストレージが2倍に拡大されています。（64GB→128GB） また、デュアルSIMでesimに対応しております。 通話とデータを分けたり、電話番号を２つ持てたりして便利かと思います。 こちらをらくらくホン、シンプルホン、キッズスマホとして使っている年配の方やお子様も多いです。 バッテリーは端末表示では良好の結果が出ております。 SIMロックはありません、OCNのSIMカードで動作確認を行いました。アンテナが立っている写真を参考にしてください。 SIMロックフリーによりドコモ系SIMでもしっかりとアンテナは立ちました。ただし対応バンドの関係もありますので対応バンドの確認はご自身でお願いいたします。 また、全てのスマホ端末に言えることですがSIMフリー及びSIMロック解除の端末は全てのSIMカードが使用可能というわけではございません。必ずご入札前にご自分のSIMカードが使用可能かお調べになってからご入札ください。 「つながる、認識する」と「問題なく使用できる」はイコールではございません。 出品にあたり、111による発着信、音声レコーダー録音（マイク）、ネット、wifiなどの基本的な確認はさせて頂きました。（esimは未確認です） 特に不具合は見つかりませんでしたが、返品ができません、未検証の部分もありますのでよくお考えの上入札ください。 動作確認はしましたが使用しないと分からない不具合などは対応できません。 未検証の部分は質問よりお問い合わせ頂ければ検証してお答えします。 本体のみの出品となります。,yahooauction,FCNT　「arrows We 2」 ライトブルー　ストレージ128GBモデル　未使用に近い美品　 デュアルSIMでesim対応　Android15　M07,FCNT arrows We 2 128GB SIM esim Android15 M07,,,,,,128GB,
https://buyee.jp/item/jdirectitems/auction/q1205219196,海外版 SIMフリー iPhoneSE3 128GB Red シムフリー アイフォンSE iPhone SE 3 第三世代 第3世代 赤 レッド 本体 SIMロックなし A2783 88％,"31,000 YEN",A little damaged/dirty,中古のiPhoneSE3 128GB SIMフリー レッド  です。 私自身中古で購入し数日仕事（主に運転時のマップアプリ利用）で使用しました。 海外版アップル販売品の為ネットワーク利用制限は無し、マナーモード中はカメラのシャッター音が鳴らないようです。 docomo、ソフトバンク、楽天モバイルのSIMの認識は確認。au、UQはキャリアに確認頂くのが確実かと思われます。 モデル番号 MMXL3TH/A A2783 iOSは18.7.1 表のガラス面は購入時からガラス製の保護フィルムが貼ってあり目立つ傷は見受けられませんでした。若干使用感有りますがフィルムはそのまま発送します。 裏面や側面は擦れや傷あり。 ガラス面は写しづらく見づらいですが外観は画像でご確認頂き、気になる点は入札前にご質問下さい。 TouchIDやカメラ、通話やボタン操作等特に不具合見受けられませんでした。 バッテリーの最大容量は現状88パーセント表示です。 出品物は本体と画像の付属品と使用していた保護ケース。 初期化（iPhoneを探すOFF）し、アクティベートした状態で発送致します。 お探しの方いかがでしょうか。 出品物の状態に関して、文言・写真で伝わらない部分もあります。念のため神経質な方は購入ご遠慮下さい。 中古品にご理解ある方の入札お待ちしております。 以上、不明点気になる点は必ず入札前にご質問下さい。 宜しくお願い致します。,yahooauction,海外版 SIMフリー iPhoneSE3 128GB Red シムフリー アイフォンSE iPhone SE 3 第三世代 第3世代 赤 レッド 本体 SIMロックなし A2783 88％,SIM iPhoneSE3 128GB Red SE iPhone SE 3 3 SIM A2783 88%,Apple,iPhone,SE,,,128GB,Red
https://buyee.jp/item/jdirectitems/auction/p1205215294,【使用期間一週間】Google Pixel7 SIMフリー レモングラス Lemongrass Softbank,"38,000 YEN",Close to unused,★今年の10月に未使用品を購入し一週間使用。日常的に使っていたのは四日ほどです。通話はしていません。付属品全てあり。ガラスフィルムとケースを付けていました。目視した限りキズ等なく美品です。おまけにケース（安物ではじめから汚れあり不要なら落札者さまが処分お願いします）未使用のガラスフィルム1枚（二枚組でしたが一枚は使用）を付けます。本体、ケーブル、ケースクリーニング済みです。アカウントのデバイス削除ログアウト済み。以上よろしくお願いします。 IMEI 359099473086584 android16 判定◯,yahooauction,【使用期間一週間】Google Pixel7 SIMフリー レモングラス Lemongrass Softbank,Google Pixel7 SIM Lemongrass Softbank,Google,Pixel,7,,,,
https://buyee.jp/item/jdirectitems/auction/t1204522339,【TH1018】docomo MEDIAS N-02E 宝樹アダム ONE PIECE スマートフォン スマホ 初期化/通電/動作確認済 SIMフリー 追加画像有 コレクション,31 YEN,Damaged/dirty,【docomo MEDIAS N-02E 宝樹アダム ONE PIECE  スマートフォン スマホ 初期化/通電/動作確認済 SIMフリー 追加画像有り】 下記のURLより詳細をご確認下さい。 https://d.kuku.lu/6shap85jz 《商品詳細》 IMEI:351983056241831 ネットワーク利用判定【○】 初期化済 動作確認済 充電 ○ インカメラ 外カメラの使用 ○ 音量調整（ボタン操作）○ その他ボタン操作 ○ 《サイズ》 124 × 64 × 11.9 mm ※素人測りになりますので、多少の誤差はご了承下さいませ。 画像の物で全てになります。 長期での個人保管品になりますので、詳細に関しましては画像にてご判断頂き、ご理解の上ご入札下さいませ。 《発送に関して》 ・定形外やレターパックの発送はあくまでも発送料負担軽減のために設定しております。定形外・レターパックは発送後の未着、紛失、盗難、破損の補償はありませんのでご了承ください。 ・高額商品や破損の危険のある商品は、落札後にメッセージにて保証のあるゆうパック着払いに変更の旨をご連絡頂ければ変更可能です。 ・商品落札後に発送方法を変更を希望される場合、送料変更が出来かねますので差額が生じた際は切手同封にてご返金致します。 《同梱発送に関して》 下記2つの条件を同時に満たしている場合のみ同梱が可能です。 ■商品タイトル先頭のアルファベットが完全一致している商品 ■同梱希望商品が、「まとめて購入」機能で1つの注文にまとまっている（最初の落札から3日/72時間以内） 例1 TK、TK、TK、同梱可 例2 TS、TM、TF 同梱不可 例3 T、TS 同梱不可 ・落札後のメッセージ内での同梱依頼や、まとめて取引依頼をしていない商品で品物代金のみのご入金の場合には同梱発送は承ることが出来ません。又、ゆうパック着払い商品に関しましてもまとめ取引が選択不可となり、同梱発送ができかねますので予めご了承くださいませ。 《注意事項》 ・取扱商品は中古品になりますので完全な状態の商品を望まれる方や状態に神経質な方の入札はご遠慮ください。 ・写真や説明文を全てご確認いただき、ご理解の上ご入札をお願いいたします。 ・開封品は欠品等の可能性がございます。画像にない付属品等は付いておりません。 ・落札後の質問は受付できません。不明点は入札前にご質問をお願いいたします。 ・即決・早期終了は承っておりません。 ・ご入札の前に自己紹介欄のご確認をお願い致します。又、落札時にはYahooから自動配信される「落札通知」に詳細を明記していますのでご覧下さいませ。 《返品について》 受け取り連絡後の返品・返金はできかねますので、ご了承ください。 商品到着時、落札したものと違うものが届いたなど、商品説明と異なる状態の場合のみ返品・返金対応致します。 商品到着から10日以内に取引メッセージよりご連絡をお願いいたします。 10日を過ぎた場合は一切対応いたしかねますので、到着後は速やかに内容の確認をお願いいたします。 動作未確認の記載の商品につきましてはジャンク品扱いとしておりますので返品対象外となります。,yahooauction,【TH1018】docomo MEDIAS N-02E 宝樹アダム ONE PIECE スマートフォン スマホ 初期化/通電/動作確認済 SIMフリー 追加画像有 コレクション,TH1018 docomo MEDIAS N-02E ONE PIECE / / SIM,,,,,,,
https://buyee.jp/item/jdirectitems/auction/j1205317877,コード通知 日本通信SIMスターターパック 申込期限2026年3月末日 1枚 日本通信SIMスターターパック 日本通信SIM,"2,300 YEN",Unused,ご覧いただきありがとうございます。 ※コード通知のみになります 申込有効期限：2026年03月末日 新品、未開封です。 ※複数購入可能ですので、お気軽にお問い合わせ下さい。 日本通信SIMスターターパック 申込期限2026年3月末日 1枚 日本通信SIMスターターパック 日本通信SIM スターターパック,yahooauction,コード通知 日本通信SIMスターターパック 申込期限2026年3月末日 1枚 日本通信SIMスターターパック 日本通信SIM,SIM 2026 3 1 SIM SIM,,,,,,,
https://buyee.jp/item/jdirectitems/auction/c1203185355,★送料無料★良品★Ymobile★A303SH-y★ホワイト★0080280001145★SYS★10/08,"8,600 YEN",A little damaged/dirty,■ 商品概要 商品名 ★送料無料★良品★Ymobile★A303SH-y★ホワイト★0080280001145★SYS★10/08 状態 Cランク 色 ホワイト 製造番号 357679750114696 ネットワーク利用制限 △ 容量 - OSバージョン 13 バッテリー状態 - 商品内容は写真に写っている物のみです。 写っていないものに関しては付いていないとお考えください。 商品タイトルに通信キャリア名の記載がない場合、 Wi-Fi専用端末または、通信キャリア不明端末となります。 バッテリーが無い場合は別途記載しておりますので、記載がない場合は付属しているとお考えください。 ランクについて S ランク：新品で一度も使用していないもの Aランク：外装交換品や傷が全く無いもの Bランク：生活傷が多少ある程度の非常に綺麗なもの Cランク：多少の傷はあるが比較的きれいなもの Dランク：傷等が目立ち使用感のあるもの Eランク：傷がひどいもの、もしくは なんらかの不具合があるもの(ジャンクも含む) ■ 動作について 動作の状況は以下の通りです。動作OK以外（未検証、NG）は保証対象外になります。 バッテリーは保証対象外になります。 必ずお読みいただいて御入札ください。 外観ランクは個人の主観になりますので神経質な方は入札を御控えくださいませ。 水没(OKは無し) OK 充電確認 OK 電源起動 OK ロック状態(OKは無し) OK バッテリー OK 外観検査 OK 画面割れ(OKは無し) OK 液晶画面検査 OK タッチパネル検査 OK SIMトレイ検査 OK インカメラ検査 OK アウトカメラ検査 OK Wi-Fi検査 OK スピーカー検査 OK バイブ検査 OK 初期化 OK 備考 ジャンク理由など 写真内の商品が全てとなります。 ※タイトルや商品説明にSIMフリーの記載が無いものは 基本的にSIMロック解除はしておりません。 液晶色むら小 ■ その他 保証について ・出品商品は中古携帯電話(スマ  ホ、タブレット、ルーター、ガラケー）です。 ・商品の保証期間は商品到着後14日間となります。 (商品説明に記載している箇所に限ります。記載のない破損がある場合は、 商品を配送した運送会社へお問い合わせくださいませ。) ・保証期間中に故障が発生した場合返品もしくは修理させていただきます。 ・14日間すぎての故障の場合は有償修理となります。 ・利用制限等で使用できなくなった場合は期間関係なく全額保証いたします。 ・返品の受け取りは平日のみとなります。 ジャンク端末について 出品中のジャンク品は正常には機能しないもの、 部品取りに使用する程度の物をいいます。 備考欄に記載している理由以外の不具合・欠陥・欠損がある場合でも クレーム・返品は受け付けておりません。 また「保証について」へ記載の内容も対象外となります。 上記内容をご理解いただけた方のみ、ご入札をお願い致します。 同梱について 個別発送をご希望の方は 取引メッセージ よりご依頼くださいませ。 複数台ご購入の場合、基本的に同梱にて発送致します。 ご購入頂いた端末のサイズ・個数によって発送方法が変わりますが 運送会社をお選びいただけませんので、予めご了承くださいませ。 発送方法について ・ 発送は基本的に クリックポスト または ネコポス にて行います。 上記配送方法で送れない場合は、佐川急便にて発送致します。 ※発送方法及び時間指定は受け付けておりません。 また、配送中に商品に万が一の事がありましても 責任を負いかねますので予めご了承下さいませ。 お問い合わせについて 土日祝日は定休日となっておりますので、 「取引メッセージ」「質問」等のお答えは、休み明けとさせて頂きます。 予めご了承くださいますよう宜しくお願い致します。,yahooauction,★送料無料★良品★Ymobile★A303SH-y★ホワイト★0080280001145★SYS★10/08,Ymobile A303SH-y 0080280001145 10/08,,,,,,,
